orgao_sup;setor;chave;id;cargo;funcao;nivel;instr;area;inst_ensino;inst_origem;car_pub;partido;cargo_ele;lid_part;exp_adm;exp_car;exp_mer;exp_soc;UF*;partido_pr;partido_ministro;indicacao;entrada;saida;perm
minc;dinfra;Cult-SE-DCGG2;GRMR;Coordenador-Geral de Gestão (SE);DAS;4;mestrado;relacoes internacionais;UniCEUB;privada;SVE;NA;0;0;0;0;0;NA;NA;PT;NA;Rousseff;27/08/2012;13/11/2012;2,6
minc;dinfra;Cult-SE-DCGG3;STAM;Coordenador-Geral de Gestão (SE);DAS;4;superior;gestao de eventos;Anhembi Morumbi;privada;SVE;NA;0;0;1;3;1;NA;NA;PT;PT;Rousseff;13/11/2012;NA;NA
minc;dinfra;Cult-SE-DCGG4;ITLT;Coordenador-Geral de Gestão (SE);DAS;4;mestrado;arquitetura;USP;publica;OUTRO;NA;0;0;1;3;0;1;DF;PT;PT;Rousseff;02/01/2014;15/09/2016;32,9
minc;dinfra;Cult-SE-CGIC1;CVFM;Coordenador-Geral de Infraestrutura Cultural (SE);DAS;4;superior;NA;NA;NA;OUTRO;NA;0;0;1;3;NA;NA;DF;PT;NA;Rousseff;20/06/2012;15/09/2016;51,6
minc;sedec;Cult-SEINFRA-S1;ORNS;Secretário de Infraestrutura Cultural;DAS;6;superior;letras;UniCEUB;privada;OUTRO;NA;0;0;1;3;0;NA;DF;MDB;MDB;Temer;15/09/2016;14/12/2016;3
minc;sedec;Cult-SEINFRA-CGAPC1;CVFM;Coordenador-Geral de Acompanhamento e Prestação de Contas;FCPE;4;superior;NA;NA;NA;OUTRO;NA;0;0;1;3;NA;NA;DF;MDB;MDB;Temer;15/09/2016;14/05/2020;44,6
minc;sedec;Cult-SEINFRA-DPIC1;PNAK;Diretor de Projetos de Infraestrutura Cultural;DAS;5;mestrado;engenharia eletrica;ITA;publica;MIL;NA;0;0;1;NA;0;NA;DF;MDB;MDB;Temer;18/11/2016;09/08/2018;21
minc;sedec;Cult-SEINFRA-CGDP1;KRQU; Coordenador-Geral de Desenvolvimento de Projetos;DAS;4;superior;NA;NA;NA;VINC;NA;0;0;1;0;NA;NA;SE;MDB;MDB;Temer;15/09/2016;30/06/2020;46,1
minc;sedec;Cult-SEINFRA-CGAP1;AAMV;Coordenador-Geral de Análise de Projetos;DAS;4;superior;NA;NA;NA;SVE;NA;0;0;1;NA;NA;NA;RJ;MDB;MDB;Temer;04/10/2016;20/05/2020;44,1
minc;sedec;Cult-SEINFRA-DOGEC1;PLCJ;Diretor de Obras e Gestão de Equipamentos Culturais;DAS;5;especializacao;engenharia eletrica;Universidade Gama Filho;privada;SVE;NA;0;0;0;0;1;NA;RJ;MDB;MDB;Temer;15/09/2016;07/11/2017;13,9
minc;sedec;Cult-SEINFRA-CGMO1;CSCO;Coordenador-Geral de Monitoramento de Obras;FCPE;4;superior;NA;NA;NA;OUTRO;NA;0;0;1;3;NA;NA;DF;MDB;MDB;Temer;23/09/2016;01/07/2020;45,9
minc;sedec;Cult-SEINFRA-CGGE1;ITLT;Coordenador-Geral Gestão de Equipamentos;DAS;4;mestrado;arquitetura;USP;publica;OUTRO;NA;0;0;1;3;0;1;DF;MDB;MDB;Temer;15/09/2016;30/06/2020;46,1
minc;sedec;Cult-SEINFRA-S2;RBFR;Secretário de Infraestrutura Cultural;DAS;6;especializacao;engenharia civil;FUMEC;privada;SVE;PPS;1;0;1;5;0;NA;MG;MDB;MDB;Temer;14/12/2016;22/08/2017;8,4
minc;sedec;Cult-SEINFRA-S3;ABTB;Secretário de Infraestrutura Cultural;DAS;6;doutorado;economia;USP;publica;SVE;NA;0;0;1;5;1;1;DF;MDB;NA;Temer;03/10/2017;24/05/2018;7,8
minc;sedec;Cult-SEINFRA-DDAGM1;PNAK;Diretor de Desenvolvimento, Análise, Gestão e Monitoramento;DAS;5;mestrado;engenharia eletrica;ITA;publica;MIL;NA;0;0;1;5;0;NA;DF;MDB;NA;Temer;18/06/2018;29/03/2019;9,5
minc;sedec;Cult-SEINFRA-S4;PNAK;Secretário de Difusão e Infraestrutura Cultural;DAS;6;mestrado;engenharia eletrica;ITA ;publica;MIL;NA;0;0;1;5;0;NA;DF;PSL;NA;Bolsonaro;29/03/2019;28/11/2019;8,1
minc;sedec;Cult-SEINFRA-DDAGM2;CECA;Diretor de Desenvolvimento, Análise, Gestão e Monitoramento;DAS;5;especializacao;administracao;AFA;publica;MIL;NA;0;0;1;5;0;NA;DF;PSL;NA;Bolsonaro;09/10/2019;30/06/2020;8,8
minc;sedec;Cult-SEINFRA-S5;RMJU;Secretário de Difusão e Infraestrutura Cultural;DAS;6;especializacao;engenharia civil;USP;publica;SVE;NA;0;0;0;0;1;1;NA;PSL;NA;Bolsonaro;28/11/2019;04/03/2020;3,2
minc;sedec;Cult-SEINFRA-S6;CFKI;Secretário de Difusão e Infraestrutura Cultural;DAS;6;NA;NA;NA;NA;OUTRO;NA;0;0;1;0;NA;NA;NA;PSL;NA;Bolsonaro;06/03/2020;29/04/2020;1,8
minc;sedec;Cult-SEDEC-S1;CFKI;Secretário de Desenvolvimento Cultural;DAS;6;NA;NA;NA;NA;OUTRO;NA;0;0;1;5;NA;NA;DF;PSL;NA;Bolsonaro;29/04/2020;02/07/2020;2,1
minc;sedec;Cult-SEDEC-S2;MNWA;Secretário de Desenvolvimento Cultural;DAS;6;especializacao;direito;UFBA;publica;OUTRO;NA;0;0;1;3;1;NA;DF;PSL;PP;Bolsonaro;07/10/2020;31/08/2021;10,9
minc;sedec;Cult-SEDEC-CGGC1;ITLT;Coordenador-Geral de Gestão Compartilhada;DAS;4;mestrado;arquitetura;USP;publica;OUTRO;NA;0;0;1;3;0;1;DF;PSL;PP;Bolsonaro;30/06/2020;12/08/2020;1,4
minc;sedec;Cult-SEDEC-CGGC2;RLGO;Coordenador-Geral de Gestão Compartilhada;DAS;4;NA;NA;NA;NA;SE_INT;NA;0;0;1;3;NA;NA;DF;PSL;PP;Bolsonaro;16/11/2020;15/12/2021;13,1
minc;sedec;Cult-SEDEC-DDAGM1;CECA;Diretor de Desenvolvimento, Análise, Gestão e Monitoramento;DAS;5;especializacao;administracao;AFA;publica;MIL;NA;0;0;1;5;0;NA;DF;PSL;PP;Bolsonaro;30/06/2020;12/08/2020;1,4
minc;sedec;Cult-SEDEC-DDAGM2;PCDA;Diretor de Desenvolvimento, Análise, Gestão e Monitoramento;DAS;5;mestrado;ciencias militares;AMAN;publica;MIL;NA;0;0;1;3;0;NA;DF;PSL;PP;Bolsonaro;28/08/2020;01/12/2021;15,3
minc;sedec;Cult-SEDEC-CGADP1;KRQU;Coordenador-Geral de Análise e Desenvolvimento de Projetos;DAS;4;superior;NA;NA;NA;VINC;NA;0;0;1;3;NA;NA;DF;PSL;PP;Bolsonaro;30/06/2020;NA;NA
minc;sedec;Cult-SEDEC-CGMO1;CSCO;Coordenador-Geral de Monitoramento de Obras;FCPE;4;superior;NA;NA;NA;SE_INT;NA;0;0;1;3;NA;NA;DF;PSL;NA;Bolsonaro;01/02/2019;01/07/2020;NA
minc;sedec;Cult-SEDEC-CGM1;CSCO;Coordenador-Geral de Monitoramento;FCPE;4;superior;NA;NA;NA;SE_INT;NA;0;0;1;3;NA;NA;DF;PSL;PP;Bolsonaro;01/07/2020;NA;NA
minc;sadi;Cult-SAI-S1;SLME;Secretário de Articulação Institucional;DAS;6;especializacao;engenharia eletronica;NA;NA;OUTRO;NA;0;0;1;5;0;NA;PE;PT;PV;Lula;18/09/2008;02/02/2011;28,9
minc;sadi;Cult-SAI-CGAIA1;AMCT;Coordenador-Geral de Articulação e Integração das Ações;DAS;4;NA;NA;NA;NA;OUTRO;NA;0;0;1;3;NA;NA;NA;PT;PV;Lula;26/08/2010;05/04/2011;7,4
minc;sadi;Cult-SAI-CGLL1;JMCC;Coordenador-Geral de Leitura e Literatura;DAS;4;superior;psicologia;UniCEUB;privada;OUTRO;NA;0;0;1;3;NA;NA;NA;PT;PV;Lula;12/07/2009;NA;NA
minc;sadi;Cult-SAI-DPI2;BNMM;Diretor de Programas Integrados;DAS;5;mestrado;historia;UFMG;publica;OUTRO;PT;0;0;1;3;0;1;MG;PT;NA;Rousseff;13/04/2011;11/06/2012;14,2
minc;sadi;Cult-SAI-CGAIA2;AMMA;Coordenador-Geral de Articulação e Integração das Ações;DAS;4;doutorado;administracao;UFBA;publica;OUTRO;NA;0;0;1;3;1;NA;DF;PT;NA;Rousseff;21/06/2011;20/06/2012;12,2
minc;sadi;Cult-SAI-DSNCPI1;BNMM;Diretor do Sistema Nacional de Cultura e Programas Integrados ;DAS;5;mestrado;historia;UFMG;publica;OUTRO;PT;0;0;1;5;0;1;DF;PT;NA;Rousseff;11/06/2012;21/01/2015;31,8
minc;sadi;Cult-SAI-CGIGSNC1;AMMA;Coordenador-Geral de Instrumentos de Gestão do Sistema Nacional de Cultura;DAS;4;doutorado;administracao;UFBA;publica;OUTRO;NA;0;0;1;3;1;NA;DF;PT;NA;Rousseff;20/06/2012;02/07/2013;12,6
minc;sadi;Cult-SAI-S2;JRCN;Secretário de Articulação Institucional;DAS;6;superior;NA;NA;NA;SVE;NA;0;0;1;3;NA;NA;DF;PT;NA;Rousseff;02/02/2011;01/04/2013;26,3
minc;sadi;Cult-SAI-S3;MAPE;Secretário de Articulação Institucional;DAS;6;tecnico;NA;NA;NA;OUTRO;MDB;NA;NA;1;5;0;NA;NA;PT;PT;Rousseff;09/04/2013;22/07/2013;3,5
minc;sadi;Cult-SADI-S1;BSOL;Secretário de Articulação e Desenvolvimento Institucional;DAS;6;superior;direito;UERJ;publica;DIPL;NA;0;0;1;3;NA;NA;DF;MDB;MDB;Temer;08/11/2016;06/12/2016;0,9
minc;sadi;Cult-SADI-DPIN1;AJOM;Diretor de Promoção Internacional;DAS;5;superior;relacoes internacionais;UnB;publica;OUTRO;NA;0;0;1;0;0;NA;DF;MDB;MDB;Temer;26/08/2016;09/08/2018;23,8
minc;sadi;Cult-SADI-CGSNC2;TRAO;Coordenador-Geral do Sistema Nacional de Cultura;DAS;4;superior;NA;NA;NA;OUTRO;NA;0;0;1;5;0;NA;DF;MDB;NA;Temer;07/11/2017;26/07/2018;8,7
minc;spc;Cult-SPC-S1;SDMA;Secretário de Políticas Culturais;DAS;6;superior;arte;USP;publica;SVE;PT;0;1;1;5;1;1;NA;PT;NA;Rousseff;14/02/2011;21/03/2013;25,5
minc;spc;Cult-SPC-DEMPC1;AJCT;Diretor de Estudos e Monitoramento de Políticas Culturais;DAS;5;superior;computacao;Mackenzie;privada;SVE;PT;0;0;1;5;1;NA;DF;PT;NA;Rousseff;05/07/2011;16/09/2013;26,8
minc;spc;Cult-SPC-CGAPC1;MNSF;Coordenador-Geral de Acompanhamento da Política Cultural;DAS;4;doutorado;arquitetura;UFRJ;publica;MAG_SUP;NA;0;0;1;NA;0;NA;RJ;PT;PV;Rousseff;29/03/2010;21/03/2011;11,9
minc;spc;Cult-SPC-CGAPC2;RPOL;Coordenador-Geral de Acompanhamento da Política Cultural;DAS;4;mestrado;arte;UDESC;publica;SE_INT;NA;0;0;1;3;1;1;DF;PT;NA;Rousseff;07/04/2011;21/06/2012;14,7
minc;spc;Cult-SPC-CGECEC1;JMCC;Coordenador-Geral de Economia da Cultura e Estudos Culturais;DAS;4;superior;psicologia;UniCEUB;privada;OUTRO;NA;0;0;1;3;NA;NA;DF;PT;NA;Rousseff;12/05/2011;18/06/2012;13,4
minc;spc;Cult-SPC-CGMIC1;ENAJ;Coordenador-Geral de Monitoramento de Informações Culturais;DAS;4;superior;direito;UFS;publica;OUTRO;NA;0;0;1;3;0;NA;DF;PT;PT;Rousseff;20/06/2012;19/11/2013;17,2
minc;spc;Cult-SPC-CGCD1;JMCC;Coordenador-Geral de Cultura Digital;DAS;4;superior;psicologia;UniCEUB;privada;OUTRO;NA;0;0;1;3;NA;NA;DF;PT;NA;Rousseff;20/06/2012;26/07/2016;49,9
minc;spc;Cult-SPC-CGPNC1;RPOL;Coordenador-Geral do Plano Nacional de Cultura;DAS;4;mestrado;arte;UDESC;publica;SE_INT;NA;0;0;1;3;1;1;DF;PT;NA;Rousseff;21/07/2012;10/03/2014;19,9
minc;spc;Cult-SPC-DECC1;JNPE;"Diretor de
Educação e Comunicação para Cultura ";DAS;5;mestrado;arte;UERJ;publica;OUTRO;PCdoB;0;0;1;3;0;1;DF;PT;NA;Rousseff;11/06/2012;17/03/2015;33,6
minc;spc;Cult-SPC-CGCE1;CCDO;Coordenador-Geral de Cultura e Educação;DAS;4;superior;psicologia;PUC;privada;SVE;NA;0;0;1;5;0;NA;DF;PT;NA;Rousseff;09/07/2012;07/05/2015;34,4
minc;spc;Cult-SPC-CGCC1;ACGS;Coordenador-Geral de Cultura e Comunicação;DAS;4;mestrado;psicologia;USP;publica;SVE;NA;0;0;1;3;0;NA;DF;PT;NA;Rousseff;25/06/2012;13/11/2013;16,9
minc;spc;Cult-SPC-S2;AJCT;Secretário de Políticas Culturais;DAS;6;superior;computacao;Mackenzie;privada;SVE;PT;0;0;1;5;1;NA;DF;PT;NA;Rousseff;16/09/2013;23/01/2015;16,5
minc;spc;Cult-SPC-DEMPC2;ATDP;Diretor de Estudos e Monitoramento de Políticas Culturais;DAS;5;superior;administracao;NA;NA;SVE;NA;0;0;1;3;1;NA;;PT;PT;Rousseff;10/02/2014;20/01/2015;11,5
minc;spc;Cult-SPC-CGMIC2;GHAJ;Coordenador-Geral de Monitoramento de Informações Culturais;DAS;4;especializacao;economia;UniCEUB;privada;EPPGG;NA;0;0;1;3;0;NA;DF;PT;PT;Rousseff;27/11/2013;03/06/2015;18,4
minc;spc;Cult-SPC-CGPNC2;PRPB;Coordenador-Geral do Plano Nacional de Cultura;DAS;4;mestrado;relacoes internacionais;Católica;privada;SVE;NA;0;0;1;3;1;NA;;PT;PT;Rousseff;10/03/2014;23/04/2015;13,6
minc;spc;Cult-SPC-CGCC2;KMGA;Coordenador-Geral de Cultura e Comunicação;DAS;4;NA;NA;NA;NA;SVE;NA;0;0;1;3;NA;NA;NA;PT;PT;Rousseff;20/02/2014;26/07/2016;29,6
minc;spc;Cult-SPC-S3;GRVA;Secretário de Políticas Culturais;DAS;6;mestrado;direio;USP;publica;SVE;NA;0;0;1;NA;1;1;SP;PT;PT;Rousseff;06/03/2015;17/05/2016;14,6
minc;spc;Cult-SPC-DEMPC3;PAVA;Diretor de Estudos e Monitoramento de Políticas Culturais;DAS;5;tecnico;NA;NA;NA;SVE;NA;0;0;1;5;NA;NA;DF;PT;PT;Rousseff;12/03/2015;17/05/2016;14,4
minc;spc;Cult-SPC-CGMIC3;LBGE;Coordenador-Geral de Monitoramento de Informações Culturais;DAS;4;superior;jornalismo;PUC;privada;SVE;NA;0;0;1;3;1;NA;DF;PT;PT;Rousseff;03/06/2015;26/07/2016;14
minc;spc;Cult-SOC-CGPNC3;JPPO;Coordenador-Geral do Plano Nacional de Cultura;DAS;4;superior;NA;NA;NA;SVE;PT;0;0;0;0;NA;NA;NA;PT;PT;Rousseff;23/04/2015;12/05/2016;12,8
minc;spc;Cult-SPC-DECC2;CCDO;Diretor de Educação e Comunicação para Cultura;DAS;5;superior;psicologia;PUC;privada;SVE;NA;0;0;1;5;0;NA;DF;PT;PT;Rousseff;07/05/2015;21/06/2016;13,7
minc;spc;Cult-SPC-CGCE2;VLBA;Coordenador-Geral de Cultura e Educação;DAS;4;doutorado;psicologia;UNITAU;publica;MAG_SUP;NA;0;0;1;0;0;1;NA;PT;PT;Rousseff;06/07/2015;NA;NA
minc;sdapi;Cult-DDI-D1;MRAS;Diretor de Direitos Intelectuais;DAS;5;mestrado;antropologia;UnB;publica;EPPGG;NA;0;0;1;3;0;0;DF;PT;PV;Lula;18/06/2009;09/03/2011;21
minc;sdapi;Cult-DDI-CGR1;SBCO;Coordenador-Geral de Regulação ;DAS;4;mestrado;ciencia politica;USP;publica;EPPGG;NA;0;0;1;3;NA;NA;DF;PT;PV;Lula;27/05/2009;04/04/2011;22,6
minc;sdapi;Cult-DDI-CGD1;RPOL;Coordenador-Geral de Difusão e Acesso à Cultura;DAS;5;mestrado;arte;UDESC;publica;SE_INT;NA;0;0;1;3;1;1;DF;PT;PV;Lula;26/05/2009;07/04/2011;22,7
minc;sdapi;Cult-DDI-CGGCM1;JVSO;Coordenador-Geral de Gestão Coletiva e Mediação;DAS;4;superior;cinema;UFF;publica;EPPGG;NA;0;0;1;3;0;NA;RJ;PT;PV;Lula;26/05/2009;23/05/2011;24,2
minc;sdapi;Cult-DDI-D2;MRVB;Diretor de Direitos Intelectuais;DAS;5;superior;comunicacao e direito;unB;publica;ADV_UN;NA;0;0;1;0;1;1;DF;PT;NA;Rousseff;09/03/2011;11/10/2012;19,4
minc;sdapi;Cult-DDI-CGR2;CBLO;Coordenador-Geral de Regulação ;DAS;4;superior;direito;UniCEUB;privada;ADV_UN;NA;0;0;1;3;1;NA;DF;PT;NA;Rousseff;08/04/2011;10/10/2012;18,4
minc;sdapi;Cult-DDI-CGD2;CAGI;Coordenador-Geral de Difusão e Acesso à Cultura;DAS;4;NA;NA;NA;NA;EPPGG;NA;0;0;1;3;NA;NA;DF;PT;NA;Rousseff;17/05/2011;10/10/2012;17,1
minc;sdapi;Cult-DDI-CGGCM2;CCDO;Coordenador-Geral de Gestão Coletiva e Mediação;DAS;4;superior;psicologia;PUC;privada;SVE;NA;0;0;1;5;0;1;SP;PT;NA;Rousseff;03/06/2011;09/07/2012;13,4
minc;sdapi;Cult-DDI-D3;MRAS;Diretor de Direitos Intelectuais;DAS;5;mestrado;antroplogia;UnB;publica;EPPGG;NA;0;0;1;5;0;0;DF;PT;PT;Rousseff;11/10/2012;16/08/2016;46,8
minc;sdapi;Cult-DDI-CGR3;SBCO;Coordenador-Geral de Regulação;DAS;4;mestrado;ciencia politica;USP;publica;EPPGG;NA;0;0;1;3;NA;NA;DF;PT;PT;Rousseff;30/10/2012;23/09/2016;47,5
minc;sdapi;Cult-DDI-CGD3;JVSO;Coordenador-Geral de Difusão;DAS;4;superior;cinema;UFF;publica;EPPGG;NA;0;0;1;3;NA;NA;RJ;PT;PT;Rousseff;23/10/2013;08/06/2016;32
minc;sdapi;Cult-DDI-CGI1;FCBE;Coordenador-Geral de Informação;DAS;4;mestrado;ciencia politica;UnB;publica;EPPGG;NA;0;0;1;3;NA;NA;DF;PT;PT;Rousseff;22/07/2015;15/09/2016;14
minc;sdapi;Cult-DDI-CGL1;RSFE;Coordenador-Geral de Licenciamento Administrativo e Monitoramento;DAS;4;mestrado;direito;UniCEUB;privada;SVE;NA;0;0;1;3;0;0;DF;PT;PT;Rousseff;16/07/2015;26/07/2016;12,5
minc;sdapi;Cult-DDI-D4;RTTA;Diretor de Direitos Intelectuais;DAS;5;mestrado;direito;PUC;privada;SVE;NA;0;0;1;3;1;NA;DF;MDB;MDB;Temer;15/09/2016;08/05/2018;20
minc;sdapi;Cult-DDI-CGR4;CDPA;Coordenador-Geral de Regulação;DAS;4;superior;direito;UniCEUB;privada;SE_INT;NA;0;0;1;3;1;0;DF;MDB;MDB;Temer;16/09/2016;09/08/2018;23,1
minc;sdapi;Cult-DDI-CGGC1;SDOL;Coordenador-Geral de  Difusão, Negociação e Acesso à Cultura;DAS;4;superior;direito;UniCEUB;privada;SE_INT;PR ;0;0;1;3;0;0;DF;MDB;MDB;Temer;27/09/2016;09/08/2016;22,7
minc;sdapi;Cult-SDAPI-S1;MTTA;Secretário de Direitos Autorais e Propriedade Intelectual;DAS;6;especializacao;direito;UFRJ;publica;VINC;REDE ;0;0;1;3;NA;NA;RJ;MDB;NA;Temer;10/07/2018;08/03/2019;8
minc;sdapi;Cult-SDAPI-DERAF1;SDOL;Diretor de Registro, Acompanhamento e Fiscalização;DAS;5;superior;direito;UniCEUB;privada;SE_INT;PR ;0;0;1;3;0;0;DF;MDB;NA;Temer;09/08/2018;23/09/2019;13,7
minc;sdapi;Cult-SDAPI-DERAF-CGH1;JPLI;Coordenador-Geral de Registro e Habilitação;DAS_FCPE;4;superior;direito;Centro de Estudos Superiores Planalto;privada;SE_INT;NA;0;0;1;3;0;0;DF;MDB;NA;Temer;13/08/2018;NA;NA
minc;sdapi;Cult-SDAPI-DERAF-CGFP1;NMMA;Coordenador-Geral de Fiscalização, Combate à Pirataria, e Tráfico de Bens Culturais;DAS;4;mestrado;ciencia politica;UnB;publica;SE_INT;NA;0;0;1;3;1;0;DF;MDB;NA;Temer;16/10/2018;16/04/2019;6,1
minc;sdapi;Cult-SDAPI-DERAF-CGFP2;PWSG;Coordenador-Geral de Fiscalização, Combate à Pirataria, e Tráfico de Bens Culturais;DAS;4;especializacao;economia;IESAM;privada;OUTRO;NA;NA;NA;1;5;NA;NA;PA;PSL;NA;Bolsonaro;17/07/2019;08/04/2020;8,9
minc;sdapi;Cult-SDAPI-DERAF2;LBLO;Diretor de Registro, Acompanhamento e Fiscalização;DAS;5;superior;direito;NA;NA;SVE;PHS;1;NA;0;0;1;NA;SP;PSL;NA;Bolsonaro;23/09/2019;14/09/2020;11,9
minc;sdapi;Cult-SDAPI-DEPRG1;CDPA;Diretor de Política Regulatória;DAS;5;superior;direito;UniCEUB;privada;SE_INT;NA;0;0;1;3;1;0;DF;MDB;NA;Temer;09/08/2018;05/02/2020;18,2
minc;sdapi;Cult-SDAPI-DEPRG-CGR1;ALIR;Coordenador-Geral de Regulação, Negociação e Análise;FCPE;4;mestrado;direito;UEL;publica;SE_INT;NA;0;0;1;3;0;0;DF;MDB;NA;Temer;14/08/2018;08/04/2020;20,1
minc;sdapi;Cult-SDAPI-DEPRG-CGD1;LNFB;Coordenador-Geral de Acompanhamento, Difusão e Promoção;FCPE;4;superior;NA;NA;NA;SE_INT;NA;0;0;1;0;0;0;DF;MDB;NA;Temer;14/08/2018;16/03/2021;31,5
minc;sdapi;Cult-SDAPI-DEPRG2;ALIR;Diretor de Política Regulatória;DAS;5;mestrado;direito;UEL;publica;SE_INT;NA;0;0;1;3;0;0;DF;PSL;NA;Bolsonaro;08/04/2020;27/07/2020;3,7
minc;sdapi;Cult-SDAPI-DEPRG3;FCCA;Diretor de Política Regulatória;DAS;5;especializacao;direito;NA;NA;SVE;PSL;0;0;1;0;1;NA;SP;PSL;NA;Bolsonaro;17/08/2020;08/12/2020;3,8
minc;sdapi;Cult-SDAPI-DEPRG-CGR2;TMCO;Coordenador-Geral de Regulação, Negociação e Análise;FCPE;4;especializacao;direito;UnB;publica;EPPGG;NA;0;0;1;1;NA;NA;DF;PSL;NA;Bolsonaro;08/04/2020;08/03/2021;11,1
minc;sdapi;Cult-SDAPI-S2;MCSB;Secretário de Direitos Autorais e Propriedade Intelectual;DAS;6;especializacao;direito;NA;NA;SVE;NA;0;0;0;0;1;1;SP;PSL;NA;Bolsonaro;08/03/2019;10/12/2019;9,2
minc;sdapi;Cult-SDAPI-S3;MAVA;Secretário de Direitos Autorais e Propriedade Intelectual;DAS;6;doutorado;direito;PUC;privada;SVE;NA;0;0;0;0;1;NA;SP;PSL;NA;Bolsonaro;10/12/2019;04/03/2020;2,8
minc;sdapi;Cult-SDAPI-DEPRG-CGR3;TMCO;Coordenador-Geral de Regulação, Negociação e Análise;FCPE;4;especializacao;direito;UnB;publica;EPPGG;NA;0;0;1;3;NA;NA;DF;PSL;NA;Bolsonaro;12/05/2021;NA;NA
minc;sdapi;Cult-SDAPI-S4;ASMR;Secretário de Direitos Autorais e Propriedade Intelectual;DAS;6;especializacao;direito;PUC;privada;SVE;NA;0;0;0;0;1;NA;RJ;PSL;NA;Bolsonaro;06/03/2020;13/07/2020;4,3
minc;sdapi;Cult-DDI-DEPREG4;GTHS;Diretor de Política Regulatória;DAS;5;mestrado;direito;NA;NA;OUTRO;NA;0;0;1;0;1;NA;DF;PSL;NA;Bolsonaro;27/07/2020;14/08/2020;0,6
minc;sdapi;Cult-SDAPI-S5;GTHS;Secretário Nacional de Direitos Autorais e Propriedade Intelectual;DAS;6;mestrado;direito;NA;NA;OUTRO;NA;0;0;1;5;1;NA;DF;PSL;PP;Bolsonaro;14/08/2020;10/03/2021;6,9
minc;sdapi;Cult-SDAPI-DEPRG5;KFMA;Diretor de Política Regulatória;DAS;5;NA;direito;NA;NA;SVE;NA;NA;NA;1;5;1;NA;DF;PSL;PP;Bolsonaro;08/12/2020;NA;NA
minc;sdapi;Cult-SDAPI-DERAF3;FCCA;Diretor de Registro, Acompanhamento e Fiscalização;DAS;5;especializacao;direito;NA;NA;SVE;PSL;0;0;1;5;1;NA;DF;PSL;PP;Bolsonaro;08/12/2020;17/03/2021;3,3
minc;sdapi;Cult-SDAPI-DERAF-CGFP3;VBAL;Coordenador-Geral de Fiscalização, Combate à Pirataria, e Tráfico de Bens Culturais;FCPE;4;mestrado;direito;NA;NA;OUTRO;NA;0;0;1;3;NA;NA;DF;PSL;PP;Bolsonaro;25/11/2020;NA;NA
minc;sdapi;Cult-SDAPI-DEPRG-CGD2;SDOL;Coordenador-Geral de Acompanhamento, Difusão e Promoção;FCPE;4;superior;direito;UniCEUB;privada;SE_INT;PR ;0;0;1;5;0;0;DF;PSL;PP;Bolsonaro;07/05/2021;NA;NA
minc;sdapi;Cult-SDAPI-S6;FCCA;Secretário Nacional de Direitos Autorais e Propriedade Intelectual;DAS;6;especializacao;direito;NA;NA;SVE;PSL;0;0;1;5;1;NA;DF;PSL;PP;Bolsonaro;17/03/2021;NA;NA
minc;sdapi;Cult-SDAPI-DERAF3;RAVI;Diretor de Registro, Acompanhamento e Fiscalização;DAS;5;mestrado;historia;UFU;publica;SVE;NA;0;0;1;5;1;1;DF;PSL;PP;Bolsonaro;12/05/2021;10/09/2021;4
minc;sdapi;Cult-SDAPI-DERAF4;GIFO;Diretor de Registro, Acompanhamento e Fiscalização;DAS;5;especializacao;direito;UNIP;privada;SVE;NA;0;0;0;0;1; NA;SP;PSL;PP;Bolsonaro;10/09/2021;NA;NA
mapa;seaf;Agro-SEAF-S1;LANG;Secretário Especial de Assuntos Fundiários;NE;6;tecnico;zootecnia;UNOESTE;privada;SVE;PSL;1;0;0;0;1;1;NA;PSL;DEM;Bolsonaro;08/01/2019;NA;NA
mapa;seaf;Agro-SEAF-SA1;LRSF;Secretário Adjunto;DAS;5;superior;direito;Universidade Positivo;privada;SVE;PSL;0;0;0;0;1;NA;MS;PSL;DEM;Bolsonaro;25/01/2019;05/08/2019;6,4
mapa;seaf;Agro-SEAF-CGA1;GGSI;Coordenador-Geral de Administração;DAS;4;doutorado;engenharia florestal;UFRRJ;publica;EPPGG;NA;NA;NA;1;3;1;NA;DF;PSL;DEM;Bolsonaro;29/04/2019;11/03/2020;10,6
mapa;seaf;Agro-SEAF-CGRF1;COSA;Coordenador-Geral de Regularização Fundiária;DAS;4;mestrado;agronomia;UnB;publica;VINC;NA;0;0;1;1;0;NA;DF;PSL;DEM;Bolsonaro;22/05/2019;13/04/2020;10,9
mapa;seaf;Agro-SEAF-DIDL1;PGMC; Diretor de Identificação, Demarcação e Licenciamento;DAS;5;especializacao;direito;UDF;privada;ADV_UN;NA;0;0;1;5;0;NA;DF;PSL;DEM;Bolsonaro;25/01/2019;05/08/2019;6,4
mapa;seaf;Agro-SEAF-CGCG1;LORE;Coordenador-Geral de Cartografia e Geoprocessamento;DAS;4;superior;direito;UNP;privada;SVE;NA;0;0;1;5;0;NA;DF;PSL;DEM;Bolsonaro;05/07/2019;08/11/2019;4,2
mapa;seaf;Agro-SEAF-CGDT1;LMOL;Coordenador-Geral Demarcação de Terras;DAS;4;mestrado;direito;UniCEUB;privada;ADV_UN;NA;0;0;1;3;0;NA;DF;PSL;DEM;Bolsonaro;09/04/2019;24/10/2019;6,6
