orgao_sup;setor;chave;id;cargo;funcao;nivel;instr;area;inst_ensino;inst_origem;car_pub;partido;cargo_ele;lid_part;exp_adm;exp_car;exp_mer;exp_soc;UF*;partido_pr;partido_ministro;indicacao;entrada;saida;perm
minc;secdc;Cult-SCC-S1;VSCA;Secretário da Cidadania Cultural;DAS;6;NA;arte;NA;NA;SVE;NA;0;0;1;5;1;1;DF;PT;PV;Lula;12/04/2010;05/05/2011;12,9
minc;secdc;Cult-SCC-DAC1;OGRJ;Diretor de Acesso à Cultura;DAS;5;especializacao;administracao;UFPA;publica;EPPGG;NA;0;0;1;3;1;NA;DF;PT;PV;Lula;20/04/2010;05/05/2011;12,7
minc;secdc;Cult-SCC-CGMAR1;JNPE;Coordenador-Geral de de Mobilização e Articulação em Rede;DAS;4;mestrado;arte;UERJ;publica;OUTRO;PCdoB;0;0;1;3;1;1;DF;PT;PV;Lula;08/06/2009;08/07/2011;25,3
minc;secdc;Cult-SCC-CGGPC1;ECBR; Coordenador-Geral de Gestão de Pontos de Cultura;DAS;4;NA;NA;NA;NA;SE_INT;NA;0;0;1;3;NA;NA;DF;PT;PV;Lula;13/07/2009;11/03/2011;20,2
minc;secdc;Cult-SCC-CGCC1;ESTO;Coordenador-Geral de Cultura e Cidadania;DAS;4;superior;historia;PUC;privada;SVE;PT;0;0;1;0;0;1;NA;PT;PV;Lula;13/07/2009;05/04/2011;21
minc;secdc;Cult-SCC-S2;MPPO;Secretário da Cidadania Cultural;DAS;6;especializacao;comunicacao;NA;NA;SVE;PT;0;0;1;5;1;NA;MG;PT;NA;Rousseff;05/05/2011;14/09/2011;4,4
minc;secdc;Cult-SCC-S3;MHGR;Secretário da Cidadania Cultural;DAS;6;especializacao;arte e servico social;UnB;publica;SVE;NA;0;0;1;5;0;NA;DF;PT;NA;Rousseff;04/10/2011;11/06/2012;8,4
minc;secdc;Cult-SCC-DAC2;RAMS;Diretor de Acesso à Cultura;DAS;5;NA;NA;NA;NA;NA;NA;0;0;1;5;NA;NA;RJ;PT;NA;Rousseff;05/05/2011;21/11/2011;6,7
minc;secdc;Cult-SCC-DAC3;IMCA;Diretor de Acesso à Cultura;DAS;5;mestrado;historia;PUC;privada;SVE;NA;0;0;1;3;1;NA;;PT;NA;Rousseff;22/11/2011;11/06/2012;6,7
minc;secdc;Cult-SCC-CGMAR2;AMTP;Coordenador-Geral de de Mobilização e Articulação em Rede;DAS;4;superior;direito;UniCEUB;privada;SE_INT;NA;0;0;1;3;NA;NA;DF;PT;NA;Rousseff;14/09/2011;21/06/2012;9,4
minc;secdc;Cult-SCC-CGGPC2;GCOL; Coordenador-Geral de Gestão de Pontos de Cultura;DAS;4;superior;sociologia;NA;NA;SVE;NA;0;0;0;0;1;1;MG;PT;NA;Rousseff;18/03/2011;22/09/2011;6,3
minc;secdc;Cult-SCC-CGGPC3;MGMM; Coordenador-Geral de Gestão de Pontos de Cultura;DAS;4;superior;direito;UniCEUB;privada;SE_INT;NA;0;0;1;3;NA;NA;DF;PT;NA;Rousseff;17/11/2011;02/07/2012;7,6
minc;secdc;Cult-SCC-CGCC2;CCPR;Coordenador-Geral de Cultura e Cidadania;DAS;4;especializacao;arte;UNICAMP;publica;SVE;NA;0;0;0;0;1;1;SP;PT;NA;Rousseff;05/04/2011;21/09/2011;5,6
minc;secdc;Cult-SCC-CGCC3;PDMJ;Coordenador-Geral de Cultura e Cidadania;DAS;4;tecnico;arte;NA;NA;SVE;NA;0;0;1;5;1;NA;CE;PT;NA;Rousseff;24/10/2011;03/07/2012;8,4
minc;secdc;Cult-SID-S1;ACJT;Secretário da Identidade e da Diversidade Cultural;DAS;6;superior;computacao;Mackenzie;privada;SVE;PT;0;0;1;3;1;NA;DF;PT;NA;Lula;05/12/2008;24/06/2011;31
minc;secdc;Cult-SID-DMPDI1;RABL;Diretor de Monitoramento de Políticas da Diversidade e Identidade;DAS;5;NA;NA;NA;NA;SVE;PT;NA;NA;1;3;NA;1;DF;PT;NA;Rousseff;14/07/2009;13/04/2011;21,3
minc;secdc;Cult-SID-CGFIDE1;PDMJ;Coordenador-Geral de Fomento à Identidade e Diversidade Étnica;DAS;4;tecnico;arte;NA;NA;SVE;NA;0;0;1;5;1;NA;DF;PT;NA;Rousseff;17/06/2010;30/03/2011;9,5
minc;secdc;Cult-SID-CGFIDE2;LLGU;Coordenador-Geral de Fomento à Identidade e Diversidade Étnica;DAS;4;mestrado;administracao;UFCE;publica;SVE;NA;0;0;1;1;1;NA;CE;PT;NA;Lula;30/03/2011;05/10/2011;6,3
minc;secdc;Cult-SID-CGPDDIC1;JCMG;Coordenador-Geral de Promoção da Diversidade, Difusão e Intercâmbio Cultural ;DAS;4;NA;NA;NA;NA;SVE;NA;0;0;1;3;NA;NA;NA;PT;NA;Lula;23/06/2009;18/02/2011;20,2
minc;secdc;Cult-SID-S2;CSLE;Secretário da Identidade e da Diversidade Cultural;DAS;6;doutorado;direito;UFCE;publica;SVE;NA;0;0;1;5;0;1;CE;PT;NA;Rousseff;06/06/2011;11/06/2012;12,4
minc;secdc;Cult-SID-DMPDI2;LGOL;Diretor de Monitoramento de Políticas da Diversidade e Identidade;DAS;5;mestrado;economia;NA;NA;OUTRO;NA;0;0;1;0;1;;DF;PT;NA;Rousseff;13/04/2011;11/06/2012;14,2
minc;secdc;Cult-SID-CGFIDE3;TRAO;Coordenador-Geral de Fomento à Identidade e Diversidade Étnica;DAS;4;superior;NA;NA;NA;SE_INT;NA;0;0;1;5;NA;NA;DF;PT;NA;Rousseff;17/10/2011;20/06/2012;8,2
minc;secdc;Cult-SID-CGPDDIC2;MBNM;Coordenador-Geral de Promoção da Diversidade, Difusão e Intercâmbio Cultural ;DAS;4;superior;sociais;PUC;privada;SVE;NA;0;0;1;3;1;NA;NA;PT;NA;Rousseff;01/06/2011;21/06/2012;12,9
minc;secdc;Cult-SCDC-S1;MHGR;Secretário da Cidadania e da Diversidade Cultural;DAS;6;especializacao;arte e servico social;UnB;publica;SVE;NA;0;0;`1;5;NA;NA;DF;PT;NA;Rousseff;11/06/2012;27/01/2015;32
minc;secdc;Cult-SCDC-CGAF1;MGMM;Coordenador-Geral de Acompanhamento e Fiscalização;DAS;4;superior;direito;UniCEUB;privada;SE_INT;NA;0;0;1;3;NA;NA;DF;PT;NA;Rousseff;03/07/2012;13/06/2013;11,5
minc;secdc;Cult-SCDC-CGAF1;MNML;Coordenador-Geral de Acompanhamento e Fiscalização;DAS;4;NA;NA;NA;NA;SVE;MDB;0;0;1;3;NA;NA;DF;PT;PT;Rousseff;10/07/2013;19/01/2015;18,6
minc;secdc;Cult-SCDC-DCDC1;IMCA;Diretor da Cidadania e da Diversidade Cultural ;DAS;5;mestrado;historia;PUC;privada;SVE;NA;0;0;1;5;1;NA;DF;PT;NA;Rousseff;11/06/2012;07/03/2013;9
minc;secdc;Cult-SCDC-DCDC2;PAVA;Diretor da Cidadania e da Diversidade Cultural ;DAS;5;tecnico;NA;NA;NA;SVE;NA;0;0;0;0;NA;NA;RS;PT;PT;Rousseff;07/03/2013;11/03/2015;24,5
minc;secdc;Cult-SCDC-CGPPC1;PDMJ;Coordenador-Geral de Programas e Projetos Culturais;DAS;4;tecnico;NA;NA;NA;SVE;NA;0;0;1;5;1;NA;DF;PT;NA;Rousseff;03/07/2012;01/11/2013;16,2
minc;secdc;Cult-SCDC-CGPPC2;DCDM;Coordenador-Geral de Programas e Projetos Culturais;DAS;4;superior;sociais;UnB;publica;SE_INT;NA;0;0;1;3;0;NA;DF;PT;PT;Rousseff;01/11/2013;10/10/2016;35,8
minc;secdc;Cult-SCDC-CGCAI1;AMCR;Coordenador-Geral de Cooperação, Articulação e Informação;DAS;4;mestrado;historia;UNESP;publica;SVE;NA;0;0;1;3;NA;NA;NA;PT;NA;Rousseff;09/07/2012;01/11/2013;16
minc;secdc;Cult-SCDC-CGCAI2;PDMJ;Coordenador-Geral de Cooperação, Articulação e Informação;DAS;4;tecnico;NA;NA;NA;SVE;NA;0;0;1;5;1;NA;DF;PT;PT;Rousseff;01/11/2013;23/03/2015;16,9
minc;secdc;Cult-SCDC-S2;IBOL;Secretário da Cidadania e da Diversidade Cultural;DAS;6;doutorado;comunicacao;UFRJ;publica;MAG_SUP;PT;0;0;1;0;1;NA;RJ;PT;PT;Rousseff;27/01/2015;02/06/2016;16,4
minc;secdc;Cult-SCDC-CGAF2;ICRA;Coordenador-Geral de Acompanhamento e Fiscalização;DAS;4;superior;NA;NA;NA;SVE;NA;0;0;1;3;NA;NA;DF;PT;PT;Rousseff;14/04/2015;10/10/2016;18,2
minc;secdc;Cult-SCDC-DCDC3;ASSR;Diretor da Cidadania e da Diversidade Cultural;DAS;5;mestrado;arte;UNIRIO;publica;SVE;NA;0;0;1;3;1;1;RJ;PT;PT;Rousseff;12/03/2015;17/05/2016;14,4
minc;secdc;Cult-SCDC-CGCAI3;CMMO;Coordenador-Geral de Cooperação, Articulação e Informação;DAS;4;superior;comunicacao;NA;NA;SVE;NA;0;0;0;0;1;NA;AM;PT;PT;Rousseff;14/09/2015;07/04/2016;6,9
minc;secdc;Cult-SCDC-CGCAI4;DPFA;Coordenador-Geral de Cooperação, Articulação e Informação;DAS;4;tecnico;NA;NA;NA;SVE;NA;0;0;1;3;NA;1;SP;PT;PT;Rousseff;07/04/2016;13/05/2016;1,2
minc;secdc;Cult-SCDC-CGCAI5;MNLC;Coordenador-Geral de Cooperação, Articulação e Informação;DAS;4;superior;NA;NA;NA;SVE;NA;0;0;1;3;NA;NA;DF;MDB;MDB;Temer;15/07/2016;17/08/2016;1,1
minc;secdc;Cult-SCDC-S3;RBIT;Secretário de Cidadania e Diversidade Cultural;DAS;6;doutorado;comunicacao;ESPM;privada;SVE;NA;0;0;1;3;1;NA;SP;MDB;MDB;Temer;26/08/2016;27/12/2016;4,1
minc;secdc;Cult-SCDC-CGAPC1;NPSI;Coordenador-Geral de Acompanhamento e Prestação de Contas;FCPE;4;superior;direito;Euro-Americano;privada;SE_INT;NA;0;0;1;3;NA;NA;DF;MDB;MDB;Temer;07/11/2016;06/11/2017;12,1
minc;secdc;Cult-SCDC-CGAI1;SCCH;Coordenador-Geral de Acessibilidade e Inclusão;DAS;4;especializacao;administracao;PUC;privada;SE_INT;NA;0;0;1;3;0;NA;DF;MDB;MDB;Temer;15/09/2016;17/03/2017;6,1
minc;secdc;Cult-SCDC-CGAI2;AHOM;Coordenador-Geral de Acessibilidade e Inclusão;DAS;4;tecnico;NA;NA;NA;SVE;PPS;1;0;0;0;1;NA;MG;MDB;MDB;Temer;17/03/2017;06/07/2018;15,9
minc;secdc;Cult-SCDC-DDC1;RCGC;Diretor de Diversidade Cultural;DAS;5;tecnico;NA;NA;NA;SVE;NA;0;0;1;5;1;NA;RJ;MDB;MDB;Temer;18/11/2016;08/12/2016;0,7
minc;secdc;Cult-SCDC-CGPCDC1;DCDM; Coordenador-Geral de Promoção da Cidadania e da Diversidade Cultural;DAS;4;superior;sociais;UnB;publica;SE_INT;NA;0;0;1;3;NA;NA;DF;MDB;MDB;Temer;10/10/2016;12/05/2017;7,1
minc;secdc;Cult-SCDC-CGM1;MNLC;Coordenador-Geral de Mobilização;DAS;4;superior;NA;NA;NA;SVE;NA;0;0;1;3;NA;NA;DF;MDB;MDB;Temer;17/08/2016;21/09/2016;1,2
minc;secdc;Cult-SCDC-CGM2;JAFS;Coordenador-Geral de Mobilização;DAS;4;tecnico;NA;NA;NA;SVE;NA;0;0;0;0;1;NA;RJ;MDB;MDB;Temer;21/09/2016;11/05/2018;19,9
minc;secdc;Cult-SCDC-CGCE1;VLBA;Coordenador-Geral de Cultura e Educação;DAS;4;doutorado;psicologia;UNITAU;publica;MAG_SUP;NA;0;0;1;3;0;1;DF;MDB;MDB;Rousseff;08/07/2015;15/03/2017;20,5
minc;secdc;Cult-SEC-DLLLB1;COSB;Diretor de Livro, Leitura, Literatura e Bibliotecas;DAS;5;doutorado;direito;UDF;privada;OUTRO;NA;0;0;1;NA;1;NA;DF;MDB;MDB;Temer;18/11/2016;15/08/2017;9
minc;secdc;Cult-DLLB-CGLLEL1;MRBM;Coordenador-Geral de Leitura, Literatura e Economia do Livro;DAS;4;mestrado;letras;UnB;publica;SE_INT;NA;0;0;1;3;0;NA;DF;MDB;MDB;Temer;15/09/2016;07/11/2017;13,9
minc;secdc;Cult-DLLLB-CGSNBP1;VBES;Coordenador-Geral do Sistema Nacional de Bibliotecas Públicas;FCPE;4;superior;biblioteconomia;UNIRIO;publica;VINC;NA;0;0;1;0;NA;NA;NA;MDB;MDB;Temer;15/09/2016;31/05/2017;8,6
minc;secdc;Cult-SCDC-S4;LRGO;Secretário de Cidadania e Diversidade Cultural;DAS;6;especializacao;direito;FAAP;privada;SVE;PPS;1;1;NA;NA;1;NA;MS;MDB;PPS;Temer;27/12/2016;06/01/2017;0,3
minc;secdc;Cult-SCDC-S5;DFPA;Secretário de Cidadania e Diversidade Cultural;DAS;6;superior;sociais;NA;NA;SVE;PPS;1;NA;NA;NA;NA;NA;PE;MDB;PPS;Temer;17/01/2017;02/07/2018;17,7
minc;secdc;Cult-SCDC-CGAPC2;EFBO;Coordenador-Geral de Acompanhamento e Prestação de Contas;DAS;4;superior;NA;NA;NA;SE_INT;NA;0;0;1;3;NA;NA;DF;MDB;PPS;Temer;24/11/2017;17/07/2018;7,8
minc;secdc;Cult-SCDC-CGCE2;RCFM;Coordenador-Geral de Cultura e Educação;DAS;4;mestrado;direito;Católica;privada;SVE;PPS;0;0;1;3;0;NA;PE;MDB;PPS;Temer;15/03/2017;31/05/2017;2,6
minc;secdc;Cult-SCDC-DDC1;DNBU;Diretor da Diversidade Cultural ;DAS;5;mestrado;direito;Centro Universitário Curitiba;privada;SVE;PPS;1;0;1;NA;0;NA;PR;MDB;PPS;Temer;16/05/2017;11/10/2017;4,9
minc;secdc;Cult-SCDC-CGPCDC2;RCFM; Coordenador-Geral de Promoção da Cidadania e da Diversidade Cultural;DAS;4;mestrado;direito;Católica;privada;SVE;PPS;0;0;1;3;0;NA;DF;MDB;PPS;Temer;31/05/2017;11/10/2017;4,4
minc;secdc;Cult-SCDC-DDC2;RCFM;Diretor da Diversidade Cultural ;DAS;5;mestrado;direito;Católica;privada;SVE;PPS;0;0;1;3;0;NA;DF;MDB;NA;Temer;11/10/2017;09/08/2018;10,1
minc;secdc;Cult-SCDC-CGPCDC3;JPPR; Coordenador-Geral de Promoção da Cidadania e da Diversidade Cultural;DAS;4;superior;producao cultural;UFF;publica;SVE;NA;0;0;1;NA;1;1;RJ;MDB;NA;Temer;13/10/2017;09/08/2018;10
minc;secdc;Cult-SDC-S1;MGMM;Secretário de Diversidade Cultural;DAS;6;superior;direito;UniCEUB;privada;SE_INT;NA;0;0;1;3;NA;NA;DF;MDB;NA;Temer;10/07/2018;20/02/2019;7,5
minc;secdc;Cult-SDC-CGAPC1;ADMO;Coordenador-Geral de Acompanhamento e Prestação de Contas;FCPE;4;NA;NA;NA;NA;SE_INT;NA;0;0;1;3;NA;NA;DF;MDB;NA;Temer;09/08/2018;08/06/2020;22,3
minc;secdc;Cult-SDC-DSNC1;COCS;Diretor do Sistema Nacional de Cultura;DAS;5;tecnico;NA;NA;NA;SVE;NA;0;0;1;NA;NA;NA;DF;MDB;NA;Temer;09/08/2018;21/01/2019;5,5
minc;secdc;Cult-SDC-CGCPD1;GCNO;Coordenador-Geral de Cultura Popular e Diversidade;DAS;4;superior;NA;NA;NA;SE_INT;NA;0;0;1;3;NA;NA;DF;MDB;NA;Temer;17/07/2018;25/07/2018;0,3
minc;secdc;Cult-SDC-CGSNC1;GCNO;Coordenador-Geral do Sistema Nacional de Cultura;DAS;4;superior;NA;NA;NA;SE_INT;NA;0;0;1;3;NA;NA;DF;MDB;NA;Temer;25/07/2018;NA;NA
minc;secdc;Cult-SDC-CGASNC1;EFRE;Coordenador-Geral de Articulação do Sistema Nacional de Cultura;DAS;4;superior;NA;NA;NA;SE_INT;NA;0;0;1;3;NA;NA;DF;MDB;NA;Temer;10/07/2018;04/02/2020;19,1
minc;secdc;Cult-SDC-DPDC1;RCFM;Diretor de Promoção da Diversidade Cultural ;DAS;5;mestrado;direito;Católica;privada;SVE;PPS;0;0;1;5;0;NA;DF;MDB;NA;Temer;09/08/2018;23/12/2019;16,7
minc;secdc;Cult-SCDC-CGPNCV1;JPPR;Coordenador-Geral da Política Nacional de Cultura Viva;DAS;4;superior;producao cultural;UFF;publica;SVE;NA;0;0;1;3;1;1;DF;MDB;NA;Temer;09/08/2018;27/11/2019;15,8
minc;secdc;Cult-SDC-CGCPD2;SCCH;Coordenador-Geral de Cultura Popular e Diversidade;DAS;4;especializacao;administracao;PUC;privada;SE_INT;NA;0;0;1;3;0;NA;DF;MDB;NA;Temer;24/07/2018;NA;NA
minc;secdc;Cult-SDC-CGCEAI1;GDUP;Coordenador-Geral de Cultura, Educação, Acessibilidade e Inclusão;DAS;4;mestrado;comunicacao;UFMG;publica;SE_INT;NA;0;0;1;3;0;NA;DF;MDB;NA;Temer;11/07/2018;11/02/2021;31,5
minc;secdc;Cult-SDC-S2;GCAM;Secretário de Diversidade Cultural;DAS;6;NA;NA;NA;NA;OUTRO;PODE;0;0;1;NA;NA;NA;DF;PSL;NA;Bolsonaro;20/02/2019;27/11/2019;9,3
minc;secdc;Cult-SDC-DSNC2;MGOL;Diretor do Sistema Nacional de Cultura;DAS;5;especializacao;direito;Fundação Educacional Machado de Assis;privada;SVE;NA;NA;NA;1;NA;1;1;RS;PSL;NA;Bolsonaro;22/01/2019;09/10/2019;8,7
minc;secdc;Cult-SDC-S3;JRSI;Secretário de Diversidade Cultural;DAS;6;NA;NA;NA;NA;SVE;PATRI;0;0;0;0;NA;1;MG;PSL;NA;Bolsonaro;27/11/2019;07/02/2020;2,4
minc;secdc;Cult-SDC-DPDC2;ESBS;Diretor de Promoção da Diversidade Cultural ;DAS;5;superior;imobiliaria;UFMA;publica;SVE;AVAN;0;0;1;3;0;NA;DF;PSL;NA;Bolsonaro;10/01/2020;04/03/2020;1,8
minc;secdc;Cult-SDC-DSNC3;PSAM;Diretor do Sistema Nacional de Cultura;DAS;5;tecnico;NA;NA;NA;SVE;MDB;1;0;0;0;NA;NA;RS;PSL;NA;Bolsonaro;09/10/2019;02/01/2020;2,8
minc;secdc;Cult-SDC-DSNC4;RFVA;Diretor do Sistema Nacional de Cultura;DAS;5;especializacao;direito;UniCEUB;privada;SVE;PSL;0;0;0;0;0;1;DF;PSL;NA;Bolsonaro;10/01/2020;04/03/2020;1,8
minc;secdc;Cult-SDC-DSNC5;AAPL;Diretor do Sistema Nacional de Cultura;DAS;5;especializacao;direito;Universidade Santa Úrsula;privada;SVE;NA;0;0;1;3;1;NA;NA;PSL;NA;Bolsonaro;08/04/2020;15/07/2020;3,3
minc;secdc;Cult-SDC-CGPNCV2;MNWA;Coordenador-Geral da Política Nacional de Cultura Viva;DAS;4;especializacao;direito;UFBA;publica;OUTRO;NA;0;0;1;3;1;NA;BA;PSL;NA;Bolsonaro;19/12/2019;04/03/2020;2,5
minc;secdc;Cult-SEC-S1;CSLE;Secretário de Economia Criativa;DAS;6;doutorado;direito;UFCE;publica;SVE;NA;0;0;1;5;0;1;DF;PT;NA;Rousseff;11/06/2012;02/09/2013;14,9
minc;secdc;Cult-SEC-DDM1;LGOL;Diretor de Desenvolvimento e Monitoramento;DAS;5;mestrado;economia;NA;NA;OUTRO;NA;0;0;1;5;1;;DF;PT;NA;Rousseff;11/06/2012;04/08/2014;26,1
minc;secdc;Cult-SEC-CGAE1;MAQU;Coordenador-Geral de Ações Estruturantes;DAS;4;mestrado;servico social;UFBA;publica;SVE;NA;0;0;1;3;1;;DF;PT;NA;Rousseff;20/06/2012;29/10/2013;16,5
minc;secdc;Cult-SEC-CGDPI1;TRAO;Coordenador-Geral de Desenvolvimento de Projetos Integrados;DAS;4;superior;NA;NA;NA;SE_INT;NA;0;0;1;5;NA;NA;DF;PT;NA;Rousseff;20/06/2012;09/05/2014;22,9
minc;secdc;Cult-SEC-DEGI1;LLGU;Diretor de Empreededorismo, Gestão e Inovação;DAS;5;mestrado;administracao;UFCE;publica;SVE;NA;0;0;1;3;1;NA;DF;PT;NA;Rousseff;11/06/2012;04/09/2013;15
minc;secdc;Cult-SEC-CGAE1;MSNU;Coordenador-Geral de Ações Empreendedoras;DAS;4;superior;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;DF;PT;NA;Rousseff;21/06/2012;28/10/2013;16,5
minc;secdc;Cult-SEC-CGPD1;MBNM;Coordenador-Geral de Promoção e Difusão;DAS;4;superior;sociais;PUC;privada;SVE;NA;0;0;1;3;1;NA;NA;PT;NA;Rousseff;21/06/2012;20/03/2013;9,1
minc;secdc;Cult-SEC-CGPD2;MBCO;Coordenador-Geral de Promoção e Difusão;DAS;4;especializacao;NA;NA;NA;SVE;NA;0;0;0;0;1;NA;NA;PT;PT;Rousseff;20/03/2013;04/06/2013;2,5
minc;secdc;Cult-SEC-S2;MARC;Secretário de Economia Criativa;DAS;6;superior;comunicacao;PUC;privada;SVE;NA;0;0;NA;NA;NA;NA;NA;PT;PT;Rousseff;02/09/2013;03/03/2015;18,2
minc;secdc;Cult-SEC-DDM2;MVFN;Diretor de Desenvolvimento e Monitoramento;DAS;5;superior;NA;NA;NA;SVE;NA;0;0;0;NA;1;NA;DF;PT;PT;Rousseff;04/08/2014;16/03/2015;7,5
minc;secdc;Cult-SEC-CGAE2;ITLT;Coordenador-Geral de Ações Estruturantes ;DAS;4;mestrado;arquitetura;USP;publica;OUTRO;NA;0;0;1;3;0;1;DF;PT;PT;Rousseff;05/12/2013;02/01/2014;0,9
minc;secdc;Cult-SEC-CGAE3;GBLU;Coordenador-Geral de Ações Estruturantes ;DAS;4;NA;NA;NA;NA;SVE;NA;0;0;NA;NA;1;NA;NA;PT;PT;Rousseff;02/01/2014;01/08/2014;7
minc;secdc;Cult-SEC-CGAE4;GPVI;Coordenador-Geral de Ações Estruturantes ;DAS;4;especializacao;relacoes internacionais;UnB;publica;SVE;NA;0;0;`1;5;0;1;DF;PT;PT;Rousseff;01/08/2014;05/05/2015;9,2
minc;secdc;Cult-SEC-CGDPI2;KFRO;Coordenador-Geral de Desenvolvimento de Projetos Integrados;DAS;4;especializacao;administracao;Faculdade JK;privada;SVE;NA;0;0;1;3;0;NA;GO;PT;PT;Rousseff;11/06/2014;26/07/2016;25,9
minc;secdc;Cult-SEC-DEGI2;GHNI;Diretor de Empreededorismo, Gestão e Inovação;DAS;5;especializacao;comunicacao;PUC;privada;SVE;NA;0;0;0;0;1;1;RJ;PT;PT;Rousseff;04/09/2014;02/02/2016;17,2
minc;secdc;Cult-SEC-CGAE2;DRPS;Coordenador-Geral de Ações Empreendedoras;DAS;4;superior;producao cultural;UFF;publica;SVE;NA;0;0;0;0;0;1;RJ;PT;PT;Rousseff;04/11/2013;11/02/2015;15,5
minc;secdc;Cult-SEC-CGAE3;GPVI;Coordenador-Geral de Ações Empreendedoras;DAS;4;mestrado;relacoes internacionais;UnB;publica;SVE;NA;0;0;`1;5;0;1;DF;PT;PT;Rousseff;05/05/2015;08/07/2015;2,1
minc;secdc;Cult-SEC-CGPD3;MSRI;Coordenador-Geral de Promoção e Difusão;DAS;4;mestrado;comunicacao;UEL;publica;SVE;NA;0;0;0;0;1;NA;DF;PT;PT;Rousseff;13/11/2013;13/02/2015;15,2
minc;secdc;Cult-SEC-S3;JNPE;Secretário de Economia Criativa;DAS;6;mestrado;arte;UERJ;publica;OUTRO;PCdoB;0;0;1;5;1;1;DF;PT;PT;Rousseff;17/03/2015;17/05/2016;14,2
minc;secdc;Cult-SEC-DDM3;RFOL;Diretor de Desenvolvimento e Monitoramento;DAS;5;superior;NA;NA;NA;SVE;PCdoB;1;0;1;5;1;NA;DF;PT;PT;Rousseff;03/06/2015;17/05/2016;11,6
minc;secdc;Cult-SEC-CGAE5;GHAJ;Coordenador-Geral de Ações Estruturantes ;DAS;4;especializacao;economia;UniCEUB;privada;EPPGG;NA;0;0;1;3;0;NA;DF;PT;PT;Rousseff;03/06/2015;01/02/2016;8,1
minc;secdc;Cult-SEC-CGAE6;ISAC;Coordenador-Geral de Ações Estruturantes;DAS;4;tecnico;NA;NA;NA;SVE;PCdoB;NA;NA;1;3;NA;1;SP;PT;PT;Rousseff;01/02/2016;13/05/2016;3,4
minc;secdc;Cult-SEC-CGPD4;RFLI;Coordenador-Geral de Promoção e Difusão;DAS;4;superior;administracao;FGV;privada;EPPGG;PT;0;0;1;3;0;NA;DF;PT;PT;Rousseff;22/05/2015;29/07/2016;14,5
minc;secdc;Cult-SEC-S4;CLVA;Secretário de Economia da Cultura;DAS;6;doutorado;direito;UFBA;publica;SVE;NA;0;0;1;3;1;`1;RJ;MDB;MDB;Temer;27/09/2016;14/12/2016;2,6
minc;secdc;Cult-SEC-CGML1;LAAB;Coordenador-Geral de Marcos Legais;DAS;4;superior;direito;UNIP;privada;SVE;NA;0;0;1;3;NA;NA;DF;MDB;MDB;Temer;06/10/2016;05/05/2017;7
minc;secdc;Cult-SEC-CGAPC2;ECME;Coordenador-Geral de Acompanhamento e Prestação de Contas;FCPE;4;superior;NA;NA;NA;SE_INT;NA;0;0;1;1;NA;1;DF;MDB;MDB;Temer;26/09/2016;09/03/2017;5,5
minc;secdc;Cult-SEC-CGAPC3;MNMB;Coordenador-Geral de Acompanhamento e Prestação de Contas;FCPE;4;especializacao;ambiental;NA;NA;SE_INT;NA;0;0;1;3;NA;NA;DF;MDB;PPS;Temer;09/03/2017;26/06/2020;40,2
minc;secdc;Cult-SEC-CGES1;TRSI;Coordenador-Geral de Empreendedorismo e Sustentabilidade;DAS;4;mestrado;ciencia politica;NA;NA;EPPGG;NA;0;0;1;3;0;NA;DF;MDB;MDB;Temer;10/10/2016;05/05/2017;6,9
minc;secdc;Cult-SEC-CGPNM1;GHAJ;Coordenador-Geral de Pesquisa e Novos Modelos;DAS;4;especializacao;economia;UniCEUB;privada;EPPGG;NA;0;0;1;3;0;NA;DF;MDB;MDB;Temer;19/09/2016;05/05/2017;7,6
minc;secdc;Cult-SEC-DEP1;ALNF;Diretor de Estratégia Produtiva;DAS;5;doutorado;direito;UFRGS;publica;SVE;NA;0;0;1;3;1;NA;SP;MDB;MDB;Temer;18/11/2016;26/06/2018;19,5
minc;secdc;Cult-SEC-CGFTGP1;GDUP;Coordenador-Geral de Formação Técnica, Gestão e Produção;DAS;4;mestrado;comunicacao;UFMG;publica;SE_INT;NA;0;0;1;3;0;NA;DF;MDB;MDB;Temer;15/09/2016;23/06/2017;9,4
minc;secdc;Cult-SEC-S5;MABA;Secretário de Economia da Cultura;DAS;6;especializacao;comunicacao;ESPM;privada;SVE;NA;0;0;1;0;1;1;SP;MDB;PPS;Temer;10/01/2017;02/07/2018;17,9
minc;secdc;Cult-SEC-CGML2;LELR;Coordenador-Geral de Marcos Legais;DAS;4;superior;NA;NA;NA;SVE;NA;0;0;NA;NA;NA;NA;DF;MDB;NA;Temer;05/09/2017;09/08/2018;11,3
minc;secdc;Cult-SEC-CGES2;LMBA;Coordenador-Geral de Empreendedorismo e Sustentabilidade;DAS;4;mestrado;direito;PUC;privada;SVE;NA;0;0;1;NA;0;NA;SP;MDB;PPS;Temer;16/05/2017;05/09/2017;3,7
minc;secdc;Cult-SEC-CGES3;ACAM;Coordenador-Geral de Empreendedorismo e Sustentabilidade;DAS;4;superior;economia;Católica;privada;SE_INT;NA;0;0;1;3;0;NA;DF;MDB;NA;Temer;15/09/2017;02/01/2018;3,6
